condition,fsm,task,beta,sum_log_p,count
hidden_beta,hard,control,1.06,-471.1464802735685,16.0
hidden_beta,hard,control,1.08,-479.8546208148872,16.0
hidden_beta,hard,control,1.1,-488.56622523869083,16.0
hidden_beta,hard,control,1.12,-497.2810843925923,16.0
hidden_beta,hard,control,1.14,-505.9990105808959,16.0
hidden_beta,hard,control,1.16,-514.7198348554416,16.0
hidden_beta,hard,control,1.18,-523.4434046663341,16.0
hidden_beta,hard,control,1.2,-532.169581824422,16.0
hidden_beta,hard,control,1.22,-540.8982407336655,16.0
hidden_beta,hard,control,1.24,-549.6292668571875,16.0
hidden_beta,hard,control,1.26,-558.3625553852459,16.0
hidden_beta,hard,control,1.28,-567.0980100788303,16.0
hidden_beta,hard,control,1.3,-575.8355422643456,16.0
hidden_beta,hard,control,1.32,-584.5750699601143,16.0
hidden_beta,hard,control,1.34,-593.3165171161005,16.0
hidden_beta,hard,control,1.36,-602.059812952527,16.0
hidden_beta,hard,control,1.38,-610.8048913837372,16.0
hidden_beta,hard,control,1.4,-619.5516905161218,16.0
hidden_beta,hard,control,1.42,-628.3001522094328,16.0
hidden_beta,hard,control,1.44,-637.0502216946212,16.0
hidden_beta,hard,control,1.46,-645.8018472392598,16.0
hidden_beta,hard,control,1.48,-654.5549798554424,16.0
hidden_beta,hard,control,1.5,-663.309573042797,16.0
hidden_beta,hard,control,1.52,-672.0655825628007,16.0
hidden_beta,hard,control,1.54,-680.8229662431434,16.0
hidden_beta,hard,control,1.56,-689.5816838021286,16.0
hidden_beta,hard,control,1.58,-698.3416966949217,16.0
hidden_beta,hard,control,1.6,-707.102967980614,16.0
hidden_beta,hard,control,1.62,-715.8654621996463,16.0
hidden_beta,hard,control,1.64,-724.6291452668823,16.0
hidden_beta,hard,control,1.66,-733.3939843820991,16.0
hidden_beta,hard,control,1.68,-742.1599479373626,16.0
hidden_beta,hard,control,1.7,-750.9270054531291,16.0
hidden_beta,hard,control,1.72,-759.6951274982059,16.0
hidden_beta,hard,control,1.74,-768.4642856335458,16.0
hidden_beta,hard,control,1.76,-777.2344523672252,16.0
hidden_beta,hard,control,1.78,-786.005601088378,16.0
hidden_beta,hard,control,1.8,-794.7777060312206,16.0
hidden_beta,hard,control,1.82,-803.5507422419199,16.0
hidden_beta,hard,control,1.84,-812.3246855162656,16.0
hidden_beta,hard,control,1.86,-821.0995124041457,16.0
hidden_beta,hard,control,1.88,-829.8752001221172,16.0
hidden_beta,hard,control,1.9,-838.6517265961212,16.0
hidden_beta,hard,control,1.92,-847.4290703946017,16.0
hidden_beta,hard,control,1.94,-856.2072106423715,16.0
hidden_beta,hard,control,1.96,-864.9861271223502,16.0
hidden_beta,hard,control,1.98,-873.7658002207598,16.0
hidden_beta,hard,control,2.0,-882.5462107705346,16.0
hidden_beta,hard,control,2.02,-891.3273402202266,16.0
hidden_beta,hard,control,2.04,-900.1091704826026,16.0
hidden_beta,hard,control,2.06,-908.8916840725722,16.0
hidden_beta,hard,control,2.08,-917.6748638709171,16.0
hidden_beta,hard,control,2.1,-926.4586932501211,16.0
hidden_beta,hard,control,2.12,-935.2431560356341,16.0
hidden_beta,hard,control,2.14,-944.0282366305569,16.0
hidden_beta,hard,control,2.16,-952.8139194970585,16.0
hidden_beta,hard,control,2.18,-961.6001899635166,16.0
hidden_beta,hard,control,2.2,-970.3870334452249,16.0
hidden_beta,hard,control,2.22,-979.1744359703603,16.0
hidden_beta,hard,control,2.24,-987.9623835633447,16.0
hidden_beta,hard,control,2.26,-996.7508632705125,16.0
hidden_beta,hard,control,2.28,-1005.5398614339402,16.0
hidden_beta,hard,control,2.3,-1014.3293660727767,16.0
hidden_beta,hard,control,2.32,-1023.1193643472695,16.0
hidden_beta,hard,control,2.34,-1031.909844174439,16.0
hidden_beta,hard,control,2.36,-1040.7007951074927,16.0
hidden_beta,hard,control,2.38,-1049.49220421846,16.0
hidden_beta,hard,control,2.4,-1058.2840611777447,16.0
hidden_beta,hard,control,2.42,-1067.0763549394778,16.0
hidden_beta,hard,control,2.44,-1075.8690748792967,16.0
hidden_beta,hard,control,2.46,-1084.6622113385822,16.0
hidden_beta,hard,control,2.48,-1093.4557531612616,16.0
hidden_beta,hard,control,2.5,-1102.2496933660818,16.0
hidden_beta,hard,control,2.52,-1111.0440185320476,16.0
hidden_beta,hard,control,2.54,-1119.838721109471,16.0
hidden_beta,hard,control,2.56,-1128.6337930439022,16.0
hidden_beta,hard,control,2.58,-1137.4292269800596,16.0
hidden_beta,hard,control,2.6,-1146.2250076432313,16.0
hidden_beta,hard,control,2.62,-1155.0211340690132,16.0
hidden_beta,hard,control,2.64,-1163.8176037033234,16.0
hidden_beta,hard,control,2.66,-1172.6143879111028,16.0
hidden_beta,hard,control,2.68,-1181.4114956013489,16.0
hidden_beta,hard,control,2.7,-1190.2089134751272,16.0
hidden_beta,hard,control,2.72,-1199.006636115833,16.0
hidden_beta,hard,control,2.74,-1207.8046620325729,16.0
hidden_beta,hard,control,2.76,-1216.602970811679,16.0
hidden_beta,hard,control,2.78,-1225.401567672103,16.0
hidden_beta,hard,control,2.8,-1234.2004519948186,16.0
hidden_beta,hard,control,2.82,-1242.9995812860918,16.0
hidden_beta,hard,control,2.84,-1251.7989785874388,16.0
hidden_beta,hard,control,2.86,-1260.5986367075936,16.0
hidden_beta,hard,control,2.88,-1269.3985872919816,16.0
hidden_beta,hard,control,2.9,-1278.1987459813083,16.0
hidden_beta,hard,control,2.92,-1286.9991063846946,16.0
hidden_beta,hard,control,2.94,-1295.7997928404807,16.0
hidden_beta,hard,control,2.96,-1304.6006656939658,16.0
hidden_beta,hard,control,2.98,-1313.4018292199328,16.0
hidden_beta,hard,control,3.0,-1322.2031286879078,16.0
hidden_beta,hard,control,3.02,-1331.0046362903763,16.0
hidden_beta,hard,control,3.04,-1339.8063110090936,16.0
hidden_beta,hard,control,3.06,-1348.6085490423493,16.0
hidden_beta,hard,control,3.08,-1357.4104162748906,16.0
hidden_beta,hard,control,3.1,-1366.212553930949,16.0
hidden_beta,hard,control,3.12,-1375.0153613024042,16.0
hidden_beta,hard,control,3.14,-1383.817743245968,16.0
hidden_beta,hard,control,3.16,-1392.6207000803056,16.0
hidden_beta,hard,control,3.18,-1401.42386548437,16.0
hidden_beta,hard,control,3.2,-1410.2277155310644,16.0
hidden_beta,hard,control,3.22,-1419.0306475132736,16.0
hidden_beta,hard,control,3.24,-1427.833463558262,16.0
hidden_beta,hard,control,3.26,-1436.6382690909527,16.0
hidden_beta,hard,control,3.28,-1445.4423294425537,16.0
hidden_beta,hard,control,3.3,-1454.2459563457503,16.0
hidden_beta,hard,control,3.32,-1463.0494352748017,16.0
hidden_beta,hard,control,3.34,-1471.8543846052505,16.0
hidden_beta,hard,control,3.36,-1480.6584702113419,16.0
hidden_beta,hard,control,3.38,-1489.464499595776,16.0
hidden_beta,hard,control,3.4,-1498.2663452168265,16.0
hidden_beta,hard,control,3.42,-1507.0709781981423,16.0
hidden_beta,hard,control,3.44,-1515.8782131520659,16.0
hidden_beta,hard,control,3.46,-1524.6917252650064,16.0
hidden_beta,hard,control,3.48,-1533.4901692733602,16.0
hidden_beta,hard,control,3.5,-1542.294206282372,16.0
hidden_beta,hard,control,3.52,-1551.1116848985273,16.0
hidden_beta,hard,control,3.54,-1559.9064207293404,16.0
hidden_beta,hard,control,3.56,-1568.7230098618743,16.0
hidden_beta,hard,control,3.58,-1577.5278399767549,16.0
hidden_beta,hard,control,3.6,-1586.3071524288332,16.0
hidden_beta,hard,control,3.62,-1595.121627599591,16.0
hidden_beta,hard,control,3.64,-1603.8925128253804,16.0
hidden_beta,hard,control,3.66,-1612.7558772074685,16.0
hidden_beta,hard,control,3.68,-1621.537154046045,16.0
hidden_beta,hard,control,3.7,-1630.382044506516,16.0
hidden_beta,hard,control,3.72,-1639.1887003703878,16.0
hidden_beta,hard,control,3.74,-1647.8605376041228,16.0
hidden_beta,hard,control,3.76,-1656.7376657132302,16.0
hidden_beta,hard,control,3.78,-1665.466752023223,16.0
hidden_beta,hard,control,3.8,-1674.4662655983816,16.0
hidden_beta,hard,control,3.82,-1683.3009570359195,16.0
hidden_beta,hard,control,3.84,-1691.9274000321861,16.0
hidden_beta,hard,control,3.86,-1701.2093684435235,16.0
hidden_beta,hard,control,3.88,-1709.7562457083525,16.0
hidden_beta,hard,control,3.9,-1718.5050450161123,16.0
hidden_beta,hard,control,3.92,-1727.1292662744959,16.0
hidden_beta,hard,control,3.94,-1735.7562374803433,16.0
hidden_beta,hard,control,3.96,-1744.2614551394413,16.0
hidden_beta,hard,control,3.98,-1753.5380695175165,16.0
hidden_beta_an,hard,control,0.0,-110.90354888959126,16.0
hidden_beta_an,hard,control,0.02,-109.50270341821903,16.0
hidden_beta_an,hard,control,0.04,-108.74744382608091,16.0
hidden_beta_an,hard,control,0.06,-108.62496701219432,16.0
hidden_beta_an,hard,control,0.08,-109.11472571435253,16.0
hidden_beta_an,hard,control,0.1,-110.18951623038204,16.0
hidden_beta_an,hard,control,0.12,-111.8168237516381,16.0
hidden_beta_an,hard,control,0.14,-113.96028986108412,16.0
hidden_beta_an,hard,control,0.16,-116.581174164639,16.0
hidden_beta_an,hard,control,0.18,-119.63970579040208,16.0
hidden_beta_an,hard,control,0.2,-123.09625280840707,16.0
hidden_beta_an,hard,control,0.22,-126.912271006738,16.0
hidden_beta_an,hard,control,0.24,-131.05102244334816,16.0
hidden_beta_an,hard,control,0.26,-135.47807589996248,16.0
hidden_beta_an,hard,control,0.28,-140.16161518596522,16.0
hidden_beta_an,hard,control,0.3,-145.07258808539072,16.0
hidden_beta_an,hard,control,0.32,-150.18473025108665,16.0
hidden_beta_an,hard,control,0.34,-155.47449630068732,16.0
hidden_beta_an,hard,control,0.36,-160.92092630832207,16.0
hidden_beta_an,hard,control,0.38,-166.50547098985186,16.0
hidden_beta_an,hard,control,0.4,-172.2117939394985,16.0
hidden_beta_an,hard,control,0.42,-178.02556475930007,16.0
hidden_beta_an,hard,control,0.44,-183.934253056301,16.0
hidden_beta_an,hard,control,0.46,-189.9269301312192,16.0
hidden_beta_an,hard,control,0.48,-195.99408271563544,16.0
hidden_beta_an,hard,control,0.5,-202.12744125188834,16.0
hidden_beta_an,hard,control,0.52,-208.3198238512478,16.0
hidden_beta_an,hard,control,0.54,-214.56499611140654,16.0
hidden_beta_an,hard,control,0.56,-220.85754633297373,16.0
hidden_beta_an,hard,control,0.58,-227.19277526898256,16.0
hidden_beta_an,hard,control,0.6,-233.56659930830094,16.0
hidden_beta_an,hard,control,0.62,-239.9754658834657,16.0
hidden_beta_an,hard,control,0.64,-246.4162798676106,16.0
hidden_beta_an,hard,control,0.66,-252.88633975529945,16.0
hidden_beta_an,hard,control,0.68,-259.3832824871945,16.0
hidden_beta_an,hard,control,0.7,-265.90503586360796,16.0
hidden_beta_an,hard,control,0.72,-272.44977758663487,16.0
hidden_beta_an,hard,control,0.74,-279.0159000676608,16.0
hidden_beta_an,hard,control,0.76,-285.60198023184216,16.0
hidden_beta_an,hard,control,0.78,-292.20675364092733,16.0
hidden_beta_an,hard,control,0.8,-298.8290923387994,16.0
hidden_beta_an,hard,control,0.82,-305.4679858996546,16.0
hidden_beta_an,hard,control,0.84,-312.1225252265778,16.0
hidden_beta_an,hard,control,0.86,-318.7918887086283,16.0
hidden_beta_an,hard,control,0.88,-325.4753303978356,16.0
hidden_beta_an,hard,control,0.9,-332.1721699142556,16.0
hidden_beta_an,hard,control,0.92,-338.8817838279544,16.0
hidden_beta_an,hard,control,0.94,-345.60359830235734,16.0
hidden_beta_an,hard,control,0.96,-352.33708281395366,16.0
hidden_beta_an,hard,control,0.98,-359.0817447900924,16.0
hidden_beta_an,hard,control,1.0,-365.837125029126,16.0
hidden_beta_an,hard,control,1.02,-372.60279378742604,16.0
hidden_beta_an,hard,control,1.04,-379.37834743370007,16.0
hidden_beta_an,hard,control,1.06,-386.16340558684635,16.0
hidden_beta_an,hard,control,1.08,-392.95760866469766,16.0
hidden_beta_an,hard,control,1.1,-399.7606157824067,16.0
hidden_beta_an,hard,control,1.12,-406.57210294831293,16.0
hidden_beta_an,hard,control,1.14,-413.39176151221193,16.0
hidden_beta_an,hard,control,1.16,-420.2192968285725,16.0
hidden_beta_an,hard,control,1.18,-427.05442710204363,16.0
hidden_beta_an,hard,control,1.2,-433.89688238751233,16.0
hidden_beta_an,hard,control,1.22,-440.7464037227075,16.0
hidden_beta_an,hard,control,1.24,-447.6027423712965,16.0
hidden_beta_an,hard,control,1.26,-454.46565916124666,16.0
hidden_beta_an,hard,control,1.28,-461.3349239037001,16.0
hidden_beta_an,hard,control,1.3,-468.21031488085924,16.0
hidden_beta_an,hard,control,1.32,-475.09161839054,16.0
hidden_beta_an,hard,control,1.34,-481.97862833971794,16.0
hidden_beta_an,hard,control,1.36,-488.87114588360635,16.0
hidden_beta_an,hard,control,1.38,-495.7689790954331,16.0
hidden_beta_an,hard,control,1.4,-502.67194266994983,16.0
hidden_beta_an,hard,control,1.42,-509.57985765079434,16.0
hidden_beta_an,hard,control,1.44,-516.4925511816425,16.0
hidden_beta_an,hard,control,1.46,-523.4098562769105,16.0
hidden_beta_an,hard,control,1.48,-530.3316116026118,16.0
hidden_beta_an,hard,control,1.5,-537.2576612849743,16.0
hidden_beta_an,hard,control,1.52,-544.187854712848,16.0
hidden_beta_an,hard,control,1.54,-551.1220463609291,16.0
hidden_beta_an,hard,control,1.56,-558.060095633656,16.0
hidden_beta_an,hard,control,1.58,-565.0018666816696,16.0
hidden_beta_an,hard,control,1.6,-571.9472282791967,16.0
hidden_beta_an,hard,control,1.62,-578.8960536447165,16.0
hidden_beta_an,hard,control,1.64,-585.8482203206532,16.0
hidden_beta_an,hard,control,1.66,-592.8036100330141,16.0
hidden_beta_an,hard,control,1.68,-599.762108543712,16.0
hidden_beta_an,hard,control,1.7,-606.7236055860359,16.0
hidden_beta_an,hard,control,1.72,-613.6879946071853,16.0
hidden_beta_an,hard,control,1.74,-620.6551728187183,16.0
hidden_beta_an,hard,control,1.76,-627.6250409750564,16.0
hidden_beta_an,hard,control,1.78,-634.5975032444961,16.0
hidden_beta_an,hard,control,1.8,-641.5724671658531,16.0
hidden_beta_an,hard,control,1.82,-648.5498435630809,16.0
hidden_beta_an,hard,control,1.84,-655.5295462824055,16.0
hidden_beta_an,hard,control,1.86,-662.5114922744821,16.0
hidden_beta_an,hard,control,1.88,-669.4956013691532,16.0
hidden_beta_an,hard,control,1.9,-676.4817964050629,16.0
hidden_beta_an,hard,control,1.92,-683.4700028094447,16.0
hidden_beta_an,hard,control,1.94,-690.4601486235815,16.0
hidden_beta_an,hard,control,1.96,-697.4521644280256,16.0
hidden_beta_an,hard,control,1.98,-704.4459837870194,16.0
hidden_beta_an,hard,control,2.0,-711.4415419409944,16.0
hidden_beta_an,hard,control,2.02,-718.4387766120816,16.0
hidden_beta_an,hard,control,2.04,-725.4376282307081,16.0
hidden_beta_an,hard,control,2.06,-732.4380392780249,16.0
hidden_beta_an,hard,control,2.08,-739.439953857816,16.0
hidden_beta_an,hard,control,2.1,-746.4433183036745,16.0
hidden_beta_an,hard,control,2.12,-753.4480810504903,16.0
hidden_beta_an,hard,control,2.14,-760.454192517485,16.0
hidden_beta_an,hard,control,2.16,-767.4616041931944,16.0
hidden_beta_an,hard,control,2.18,-774.4702699254365,16.0
hidden_beta_an,hard,control,2.2,-781.4801465834253,16.0
hidden_beta_an,hard,control,2.22,-788.4911907823905,16.0
hidden_beta_an,hard,control,2.24,-795.5033578626957,16.0
hidden_beta_an,hard,control,2.26,-802.5166154951132,16.0
hidden_beta_an,hard,control,2.28,-809.5309165960443,16.0
hidden_beta_an,hard,control,2.3,-816.5462308197366,16.0
hidden_beta_an,hard,control,2.32,-823.5625178456993,16.0
hidden_beta_an,hard,control,2.34,-830.579746914626,16.0
hidden_beta_an,hard,control,2.36,-837.5978881642715,16.0
hidden_beta_an,hard,control,2.38,-844.6169025762309,16.0
hidden_beta_an,hard,control,2.4,-851.6367643756536,16.0
hidden_beta_an,hard,control,2.42,-858.6574418496788,16.0
hidden_beta_an,hard,control,2.44,-865.678903641284,16.0
hidden_beta_an,hard,control,2.46,-872.701134248599,16.0
hidden_beta_an,hard,control,2.48,-879.7240888938802,16.0
hidden_beta_an,hard,control,2.5,-886.7477643295992,16.0
hidden_beta_an,hard,control,2.52,-893.7721228934164,16.0
hidden_beta_an,hard,control,2.54,-900.7971189696106,16.0
hidden_beta_an,hard,control,2.56,-907.8227879788749,16.0
hidden_beta_an,hard,control,2.58,-914.8490769087364,16.0
hidden_beta_an,hard,control,2.6,-921.8759052981562,16.0
hidden_beta_an,hard,control,2.62,-928.9033731393246,16.0
hidden_beta_an,hard,control,2.64,-935.931425685698,16.0
hidden_beta_an,hard,control,2.66,-942.9599344736513,16.0
hidden_beta_an,hard,control,2.68,-949.9889765932977,16.0
hidden_beta_an,hard,control,2.7,-957.0185042729041,16.0
hidden_beta_an,hard,control,2.72,-964.0485601788956,16.0
hidden_beta_an,hard,control,2.74,-971.0791096501769,16.0
hidden_beta_an,hard,control,2.76,-978.1101513931817,16.0
hidden_beta_an,hard,control,2.78,-985.1415490174395,16.0
hidden_beta_an,hard,control,2.8,-992.1734586595411,16.0
hidden_beta_an,hard,control,2.82,-999.2055337692308,16.0
hidden_beta_an,hard,control,2.84,-1006.2380513562736,16.0
hidden_beta_an,hard,control,2.86,-1013.2708505095217,16.0
hidden_beta_an,hard,control,2.88,-1020.3047774357442,16.0
hidden_beta_an,hard,control,2.9,-1027.338661408155,16.0
hidden_beta_an,hard,control,2.92,-1034.3721645775504,16.0
hidden_beta_an,hard,control,2.94,-1041.4072293588679,16.0
hidden_beta_an,hard,control,2.96,-1048.4414933850462,16.0
hidden_beta_an,hard,control,2.98,-1055.4776055723798,16.0
hidden_beta_an,hard,control,3.0,-1062.5126921416845,16.0
hidden_beta_an,hard,control,3.02,-1069.547921928276,16.0
hidden_beta_an,hard,control,3.04,-1076.583431787632,16.0
hidden_beta_an,hard,control,3.06,-1083.6226433364375,16.0
hidden_beta_an,hard,control,3.08,-1090.6564397116304,16.0
hidden_beta_an,hard,control,3.1,-1097.6913858423413,16.0
hidden_beta_an,hard,control,3.12,-1104.7310146909679,16.0
hidden_beta_an,hard,control,3.14,-1111.7657589871592,16.0
hidden_beta_an,hard,control,3.16,-1118.803799907052,16.0
hidden_beta_an,hard,control,3.18,-1125.8439254332234,16.0
hidden_beta_an,hard,control,3.2,-1132.88601141283,16.0
hidden_beta_an,hard,control,3.22,-1139.9165822611194,16.0
hidden_beta_an,hard,control,3.24,-1146.9449625138739,16.0
hidden_beta_an,hard,control,3.26,-1153.9951760012311,16.0
hidden_beta_an,hard,control,3.28,-1161.0379298903085,16.0
hidden_beta_an,hard,control,3.3,-1168.0795439877743,16.0
hidden_beta_an,hard,control,3.32,-1175.100466557399,16.0
hidden_beta_an,hard,control,3.34,-1182.1506962671897,16.0
hidden_beta_an,hard,control,3.36,-1189.188876453989,16.0
hidden_beta_an,hard,control,3.38,-1196.2484215761292,16.0
hidden_beta_an,hard,control,3.4,-1203.2424685402118,16.0
hidden_beta_an,hard,control,3.42,-1210.3006975348142,16.0
hidden_beta_an,hard,control,3.44,-1217.3677545653068,16.0
hidden_beta_an,hard,control,3.46,-1224.4474594982257,16.0
hidden_beta_an,hard,control,3.48,-1231.440893442707,16.0
hidden_beta_an,hard,control,3.5,-1238.4775838004791,16.0
hidden_beta_an,hard,control,3.52,-1245.6645415605135,16.0
hidden_beta_an,hard,control,3.54,-1252.5737580919981,16.0
hidden_beta_an,hard,control,3.56,-1259.6699139015009,16.0
hidden_beta_an,hard,control,3.58,-1266.6852712079274,16.0
hidden_beta_an,hard,control,3.6,-1273.462906824334,16.0
hidden_beta_an,hard,control,3.62,-1280.6186374050344,16.0
hidden_beta_an,hard,control,3.64,-1287.294623630557,16.0
hidden_beta_an,hard,control,3.66,-1294.9235788819142,16.0
hidden_beta_an,hard,control,3.68,-1301.8119484951817,16.0
hidden_beta_an,hard,control,3.7,-1309.1308590197382,16.0
hidden_beta_an,hard,control,3.72,-1315.968116435104,16.0
