participant_id,fsm_type,trial_number,trial_type,trial_id,state_1,response_1,state_2,state_3,option_1,option_2,control_correct,response,response_correct,option_1_p,option_2_p,option_1_p_mm,option_2_p_mm,R_i_mm_eps_0.1,response_correct_mm,option_1_p_mm_an,option_2_p_mm_an,R_i_mm_an_eps_0.1,response_correct_mm_an,task,response_2,prediction_correct,explanation_1_decrease,explanation_2_decrease,explanation_correct
7,hard,8,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,0,False,0.6,0.0,0.53125,0.03125,1.5705980791178364,0.0,,,,,prediction,b,1.0,,,
7,hard,9,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,0.05,0.85,1.8458266904983307,1.0,,,,,prediction,a,2.0,,,
7,hard,10,hidden,hard_p_hid_1ba30,1,b,,,3,0,,0,True,0.0,0.4,0.0667724609375,0.388671875,1.075060877974843,1.0,0.04998779296875,0.449951171875,1.2992755853000157,1.0,prediction,a,0.0,,,
7,hard,11,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.314453125,0.58154296875,0.49739941928327785,0.0,0.53125,0.40625,0.22067136216882066,1.0,prediction,b,3.0,,,
7,hard,12,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,3,True,1.0,0.0,0.85,0.05,1.8458266904983305,1.0,,,,,prediction,b,3.0,,,
7,hard,13,hidden,hard_p_hid_1ba32,1,b,,,3,2,,2,True,0.0,0.24,0.0667724609375,0.29150390625,0.8533651190305481,1.0,0.04998779296875,0.04998779296875,0.0,,prediction,a,2.0,,,
7,hard,14,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,0.75634765625,0.09014892578125,1.5048688491325857,1.0,0.85009765625,0.04998779296875,1.8460108647876923,1.0,prediction,a,2.0,,,
7,hard,15,hidden,hard_p_hid_3bb13,3,b,,,1,3,,1,True,0.36,0.16,0.3828125,0.1416015625,0.6923384461850934,1.0,0.52490234375,0.024993896484375,1.609330479542929,1.0,prediction,b,1.0,,,
7,hard,16,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,1,True,0.0,0.6,0.05,0.45,1.2992829841302607,1.0,,,,,prediction,a,1.0,,,
7,hard,17,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,0,False,1.0,0.0,0.875,0.041666666666666664,1.9289605907415401,0.0,,,,,prediction,a,3.0,,,
7,hard,18,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,3,False,0.0,0.4,0.027777777777777776,0.3611111111111111,1.2833463918674484,0.0,,,,,prediction,a,0.0,,,
7,hard,19,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,0.25,0.05,0.8472978603872034,0.0,,,,,prediction,b,3.0,,,
7,hard,20,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,0,True,0.4,0.0,0.425,0.025,1.4350845252893227,1.0,,,,,prediction,b,0.0,,,
8,easy,0,visible,easy_c_vis_0b3,0,b,2.0,3.0,a,b,a,a,True,0.4,0.0,0.375,0.025,1.33500106673234,1.0,,,,,control,,,,,
8,easy,1,visible,easy_c_vis_3b0,3,b,3.0,0.0,a,b,a,a,True,0.4,0.0,0.375,0.25,0.3053816495511819,1.0,,,,,control,,,,,
8,easy,2,hidden,easy_c_hid_21-ab-aa,2,,,1.0,ab,aa,aa,aa,True,0.0,0.24,0.13214285714285715,0.217952806122449,0.3145500176380614,1.0,0.0625,0.020833333333333332,0.29626581614317243,0.0,control,,,,,
8,easy,3,hidden,easy_c_hid_31-aa-ba,3,,,1.0,aa,ba,ba,ba,True,0.0,0.6,0.09883432539682538,0.1763392857142857,0.3291574645378091,1.0,0.125,0.020833333333333332,0.6216882165778004,0.0,control,,,,,
8,easy,4,visible,easy_c_vis_0b2,0,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.017857142857142856,0.925,2.162974654293141,1.0,,,,,control,,,,,
8,easy,5,visible,easy_c_vis_3b3,3,b,3.0,3.0,a,b,b,a,False,0.0,1.0,0.041666666666666664,0.25,0.9044562742271522,0.0,,,,,control,,,,,
8,easy,6,hidden,easy_c_hid_03-ab-aa,0,,,3.0,ab,aa,aa,aa,True,0.0,0.4,0.03125,0.35546875,1.2442232069472334,1.0,0.025,0.375,1.3350010667323402,1.0,control,,,,,
8,easy,7,hidden,easy_c_hid_00-aa-ab,0,,,0.0,aa,ab,aa,aa,True,0.6,0.0,0.5737227182539684,0.046875,1.5232367441175136,1.0,0.5892857142857143,0.025,1.7073421274154719,1.0,control,,,,,
8,easy,8,visible,easy_c_vis_0a2,0,a,2.0,2.0,a,b,b,b,True,0.0,1.0,0.017857142857142856,0.925,2.162974654293141,1.0,,,,,control,,,,,
8,easy,9,visible,easy_c_vis_0a3,0,a,2.0,3.0,a,b,a,a,True,0.4,0.0,0.375,0.025,1.33500106673234,1.0,,,,,control,,,,,
8,easy,10,visible,easy_c_vis_2b2,2,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.017857142857142856,0.925,2.162974654293141,1.0,,,,,control,,,,,
8,easy,11,hidden,easy_c_hid_33-bb-ba,3,,,3.0,bb,ba,bb,ba,False,1.0,0.0,0.1,0.140625,0.18492233849401193,1.0,0.0625,0.020833333333333332,0.29626581614317243,0.0,control,,,,,
8,easy,12,hidden,easy_c_hid_32-aa-bb,3,,,2.0,aa,bb,aa,bb,False,0.4,0.0,0.42175099206349204,0.5125,0.16035849504796582,1.0,0.125,0.8125,1.4000876832522264,1.0,control,,,,,
8,easy,13,hidden,easy_c_hid_32-ab-ba,3,,,2.0,ab,ba,ab,ab,True,0.4,0.0,0.3875,0.2805059523809524,0.2477884696817735,1.0,0.0625,0.9375,1.853891250335061,0.0,control,,,,,
8,easy,14,visible,easy_c_vis_2a3,2,a,3.0,3.0,a,b,b,a,False,0.0,1.0,0.041666666666666664,0.25,0.9044562742271522,0.0,,,,,control,,,,,
8,easy,15,visible,easy_c_vis_2a1,2,a,3.0,1.0,a,b,a,a,True,0.6,0.0,0.5416666666666666,0.25,0.6061358035703155,1.0,,,,,control,,,,,
8,easy,16,hidden,easy_c_hid_22-aa-bb,2,,,2.0,aa,bb,bb,bb,True,0.6,1.0,0.5706313775510206,0.88375,0.3831521765301418,1.0,0.9375,0.925,0.01212136053234482,0.0,control,,,,,
8,easy,17,hidden,easy_c_hid_23-aa-ab,2,,,3.0,aa,ab,ab,aa,False,0.0,0.4,0.036830357142857144,0.13214285714285715,0.5286110561992069,0.0,0.020833333333333332,0.0625,0.2962658161431724,0.0,control,,,,,
8,easy,18,visible,easy_c_vis_0a0,0,a,2.0,0.0,a,b,a,a,True,0.6,0.0,0.5892857142857143,0.025,1.7073421274154719,1.0,,,,,control,,,,,
8,easy,19,hidden,easy_c_hid_02-aa-bb,0,,,2.0,aa,bb,bb,bb,True,0.0,1.0,0.03974454365079365,0.821875,1.886593571898894,1.0,0.017857142857142856,0.925,2.162974654293141,1.0,control,,,,,
9,easy,1,hidden,easy_p_hid_3ab21,3,a,,,2,1,,2,True,0.4,0.0,0.358154296875,0.07110595703125,0.9849230237468825,1.0,0.08331298828125,0.08331298828125,0.0,,prediction,b,2.0,,,
9,easy,2,visible,easy_p_vis_1b0b21,1,b,0.0,,2,1,,2,True,1.0,0.0,0.85,0.05,1.8458266904983305,1.0,,,,,prediction,b,2.0,,,
9,easy,3,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,0.75,0.08333333333333333,1.533930359925955,1.0,,,,,prediction,a,0.0,,,
9,easy,4,hidden,easy_p_hid_1ba21,1,b,,,2,1,,2,True,1.0,0.0,0.7099609375,0.07598876953125,1.5265658376742588,1.0,0.931640625,0.0227203369140625,2.1289975708020994,1.0,prediction,a,2.0,,,
9,easy,5,visible,easy_p_vis_3a1b30,3,a,1.0,,3,0,,0,True,0.0,1.0,0.08333333333333333,0.75,1.5339303599259553,1.0,,,,,prediction,b,0.0,,,
9,easy,6,hidden,easy_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.6,0.03173828125,0.53759765625,1.5768902149788775,0.0,0.01666259765625,0.5498046875,1.7173858489920781,0.0,prediction,a,0.0,,,
9,easy,7,visible,easy_p_vis_1a0a20,1,a,0.0,,2,0,,2,True,1.0,0.0,0.9318181818181818,0.022727272727272728,2.1291131514770734,1.0,,,,,prediction,a,2.0,,,
9,easy,8,visible,easy_p_vis_2b2a13,2,b,2.0,,1,3,,1,False,0.0,0.4,0.016666666666666666,0.4166666666666667,1.488077055429833,0.0,,,,,prediction,a,3.0,,,
9,easy,9,visible,easy_p_vis_3b3a13,3,b,3.0,,1,3,,1,True,0.6,0.0,0.6071428571428571,0.03571428571428571,1.6506808709681493,1.0,,,,,prediction,a,1.0,,,
9,easy,10,visible,easy_p_vis_2a3a31,2,a,3.0,,3,1,,1,True,0.0,0.6,0.03571428571428571,0.6071428571428571,1.6506808709681493,1.0,,,,,prediction,a,1.0,,,
9,easy,11,hidden,easy_p_hid_3ba31,3,b,,,3,1,,1,True,0.0,0.6,0.07037353515625,0.465576171875,1.1998516925435923,1.0,0.03570556640625,0.60693359375,1.6504491487393622,1.0,prediction,a,1.0,,,
9,easy,12,hidden,easy_p_hid_0ba30,0,b,,,3,0,,3,False,0.4,0.6,0.361328125,0.52197265625,0.2987865730541129,0.0,0.416748046875,0.5498046875,0.2291164180446429,0.0,prediction,a,0.0,,,
9,easy,13,hidden,easy_p_hid_2aa31,2,a,,,3,1,,1,True,0.0,0.24,0.03570556640625,0.26708984375,0.9951190380103988,1.0,0.0227203369140625,0.0227203369140625,0.0,,prediction,a,1.0,,,
9,easy,14,visible,easy_p_vis_2a3a03,2,a,3.0,,0,3,,0,True,0.4,0.0,0.32142857142857145,0.03571428571428571,1.133098464739279,1.0,,,,,prediction,a,0.0,,,
9,easy,15,visible,easy_p_vis_0b2b23,0,b,2.0,,2,3,,2,True,1.0,0.0,0.875,0.041666666666666664,1.9289605907415401,1.0,,,,,prediction,b,2.0,,,
9,easy,16,hidden,easy_p_hid_2ab13,2,a,,,1,3,,3,True,0.0,0.4,0.0643310546875,0.342041015625,0.9895196540246725,1.0,0.04998779296875,0.04998779296875,0.0,,prediction,b,3.0,,,
9,easy,17,hidden,easy_p_hid_2ba13,2,b,,,1,3,,1,False,0.0,0.4,0.0443115234375,0.37060546875,1.1820457769358539,0.0,0.01666259765625,0.416748046875,1.4882694309474354,0.0,prediction,a,3.0,,,
9,easy,18,hidden,easy_p_hid_2ab03,2,a,,,0,3,,0,False,0.0,0.4,0.075439453125,0.342041015625,0.9241086863619216,0.0,0.04998779296875,0.04998779296875,0.0,,prediction,b,3.0,,,
9,easy,19,hidden,easy_p_hid_3aa21,3,a,,,2,1,,2,True,0.4,0.0,0.35205078125,0.0802001953125,0.9197260923811088,1.0,0.08331298828125,0.08331298828125,0.0,,prediction,a,2.0,,,
9,easy,20,visible,easy_p_vis_3b3b13,3,b,3.0,,1,3,,3,True,0.0,1.0,0.08333333333333333,0.75,1.5339303599259553,1.0,,,,,prediction,b,3.0,,,
10,easy,0,visible,easy_c_vis_0a3,0,a,2.0,3.0,a,b,a,a,True,0.4,0.0,0.375,0.05,1.1526795099383853,1.0,,,,,control,,,,,
10,easy,1,visible,easy_c_vis_2a1,2,a,3.0,1.0,a,b,a,a,True,0.6,0.0,0.5416666666666666,0.03571428571428571,1.5535171225145015,1.0,,,,,control,,,,,
10,easy,2,hidden,easy_c_hid_33-bb-ba,3,,,3.0,bb,ba,bb,bb,True,1.0,0.0,0.8034438775510204,0.05595238095238095,1.7566632810453768,1.0,0.8928571428571429,0.041666666666666664,1.9471099092472173,1.0,control,,,,,
10,easy,3,visible,easy_c_vis_3b3,3,b,3.0,3.0,a,b,b,b,True,0.0,1.0,0.041666666666666664,0.8928571428571429,1.9471099092472173,1.0,,,,,control,,,,,
10,easy,4,hidden,easy_c_hid_03-ab-aa,0,,,3.0,ab,aa,aa,ab,False,0.0,0.4,0.07169642857142858,0.3516666666666667,0.9672164773579606,0.0,0.05,0.375,1.1526795099383853,0.0,control,,,,,
10,easy,5,visible,easy_c_vis_0a2,0,a,2.0,2.0,a,b,b,b,True,0.0,1.0,0.017857142857142856,0.85,2.086988747315219,1.0,,,,,control,,,,,
10,easy,6,hidden,easy_c_hid_23-aa-ab,2,,,3.0,aa,ab,ab,ab,True,0.0,0.4,0.039285714285714285,0.36175595238095243,1.1985091879707883,1.0,0.025,0.041666666666666664,0.12516314295400605,1.0,control,,,,,
10,easy,7,visible,easy_c_vis_0a0,0,a,2.0,0.0,a,b,a,a,True,0.6,0.0,0.5892857142857143,0.05,1.5250205706215172,1.0,,,,,control,,,,,
10,easy,8,hidden,easy_c_hid_00-aa-ab,0,,,0.0,aa,ab,aa,ab,False,0.6,0.0,0.5707142857142857,0.06693452380952382,1.3907415800478713,0.0,0.5892857142857143,0.05,1.5250205706215172,0.0,control,,,,,
10,easy,9,hidden,easy_c_hid_22-aa-bb,2,,,2.0,aa,bb,bb,bb,True,0.6,1.0,0.5632653061224491,0.7722023809523809,0.27384641502160945,1.0,0.925,0.85,0.07598590697792226,0.0,control,,,,,
10,easy,10,visible,easy_c_vis_0b2,0,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.017857142857142856,0.85,2.086988747315219,1.0,,,,,control,,,,,
10,easy,11,hidden,easy_c_hid_31-aa-ba,3,,,1.0,aa,ba,ba,aa,False,0.0,0.6,0.1003968253968254,0.48962585034013606,1.07918865602246,0.0,0.125,0.5416666666666666,1.0479685558493546,0.0,control,,,,,
10,easy,12,hidden,easy_c_hid_02-aa-bb,0,,,2.0,aa,bb,bb,bb,True,0.0,1.0,0.04380952380952382,0.7851686507936508,1.8172885200756004,1.0,0.017857142857142856,0.85,2.086988747315219,1.0,control,,,,,
10,easy,13,hidden,easy_c_hid_32-ab-ba,3,,,2.0,ab,ba,ab,ab,True,0.4,0.0,0.4101686507936508,0.07534013605442177,1.0680136367774653,1.0,0.08333333333333333,0.041666666666666664,0.25782910930209985,1.0,control,,,,,
10,easy,14,visible,easy_c_vis_3b0,3,b,3.0,0.0,a,b,a,a,True,0.4,0.0,0.375,0.03571428571428571,1.2527629684953678,1.0,,,,,control,,,,,
10,easy,15,hidden,easy_c_hid_32-aa-bb,3,,,2.0,aa,bb,aa,aa,True,0.4,0.0,0.4170634920634921,0.09647108843537414,0.967650387761673,1.0,0.125,0.03571428571428571,0.5055485666651468,1.0,control,,,,,
10,easy,16,visible,easy_c_vis_2a3,2,a,3.0,3.0,a,b,b,b,True,0.0,1.0,0.041666666666666664,0.8928571428571429,1.9471099092472173,1.0,,,,,control,,,,,
10,easy,17,visible,easy_c_vis_2b2,2,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.017857142857142856,0.85,2.086988747315219,1.0,,,,,control,,,,,
10,easy,18,hidden,easy_c_hid_21-ab-aa,2,,,1.0,ab,aa,aa,aa,True,0.0,0.24,0.04032738095238095,0.22040816326530613,0.8256175651273735,1.0,0.041666666666666664,0.025,0.125163142954006,0.0,control,,,,,
10,easy,19,visible,easy_c_vis_0b3,0,b,2.0,3.0,a,b,a,a,True,0.4,0.0,0.375,0.05,1.1526795099383853,1.0,,,,,control,,,,,
11,hard,0,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,0.29389880952380953,0.2441722140039448,0.134951893483593,1.0,0.25,0.03125,0.9808292530117262,1.0,explanation,a,,0.24,0.6,2.0
11,hard,1,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,0.004166666666666667,0.06770833333333333,0.4762341789963717,0.0,,,,,explanation,a,,0.4,0.0,1.0
11,hard,2,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,2,False,,,0.022023809523809525,0.4921875,1.5796071219876051,0.0,,,,,explanation,b,,0.36,0.0,1.0
11,hard,3,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,0.10096153846153846,0.1015625,0.002985968178561864,0.0,,,,,explanation,b,,0.0,0.4,2.0
11,hard,4,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,2,True,,,0.2749007936507937,0.04274839743589744,0.9655778186016573,1.0,0.08333333333333333,0.016666666666666666,0.4519851237430574,1.0,explanation,a,,-0.16,0.24,2.0
11,hard,5,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.3659855769230769,0.004464285714285714,1.495309433347059,1.0,,,,,explanation,b,,0.0,0.36,2.0
11,hard,6,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,0.6059495192307692,0.07680860805860806,1.384475895298209,1.0,0.8125,0.03571428571428571,1.9056362499173733,1.0,explanation,b,,-0.24,0.16,2.0
11,hard,7,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.5308779761904762,0.09491185897435897,1.174565011090121,1.0,0.625,0.0625,1.4954936530848826,1.0,explanation,a,,0.0,0.4,2.0
11,hard,8,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,0.015625,0.15625,0.7958013346200286,0.0,,,,,explanation,b,,0.4,0.0,1.0
11,hard,9,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,2,False,,,0.07206632653061225,0.4433743990384616,1.1499185614835383,0.0,0.03571428571428571,0.6166666666666667,1.6640589969143256,0.0,explanation,a,,0.36,0.0,1.0
11,hard,10,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.1681547619047619,0.20703258547008546,0.13538959991772118,0.0,0.08333333333333333,0.016666666666666666,0.4519851237430574,1.0,explanation,a,,0.24,0.0,1.0
11,hard,11,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,0.08384271978021979,0.13002232142857142,0.22409574563378032,0.0,0.03125,0.08333333333333333,0.3342020880866739,0.0,explanation,b,,0.64,0.24,1.0
11,hard,12,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,0.4433743990384616,0.07206632653061225,1.1499185614835383,1.0,0.6166666666666667,0.03571428571428571,1.6640589969143254,1.0,explanation,b,,0.24,0.6,2.0
11,hard,13,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,0.03515625,0.019917582417582416,0.11962682293524554,1.0,,,,,explanation,b,,0.0,0.24,2.0
11,hard,14,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,2,True,,,0.11160714285714286,0.017427884615384616,0.5889070586184626,1.0,,,,,explanation,a,,0.0,0.6,2.0
11,hard,15,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.07680860805860806,0.6059495192307692,1.3844758952982092,0.0,0.03571428571428571,0.8125,1.9056362499173731,0.0,explanation,a,,0.4,0.0,1.0
11,hard,16,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,0.010416666666666666,0.1951923076923077,0.9833659458015935,0.0,,,,,explanation,a,,0.24,0.0,1.0
11,hard,17,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,2,False,,,0.026785714285714284,0.40468750000000003,1.3814410535568187,0.0,,,,,explanation,a,,0.36,0.0,1.0
11,hard,18,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.5078125,0.004807692307692308,1.7577392771710034,1.0,,,,,explanation,a,,0.0,0.4,2.0
11,hard,19,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,0.06678685897435897,0.11418650793650793,0.2501304641778364,0.0,0.016666666666666666,0.08333333333333333,0.45198512374305727,0.0,explanation,b,,0.24,0.0,1.0
12,hard,0,visible,hard_c_vis_2a2,2,a,2.0,2.0,a,b,a,a,True,1.0,0.0,0.90625,0.027777777777777776,2.063693184711697,1.0,,,,,control,,,,,
12,hard,1,hidden,hard_c_hid_13-aa-ba,1,,,3.0,aa,ba,aa,ba,False,0.4,0.0,0.3793402777777778,0.08246527777777776,0.9658508410532034,0.0,0.8125,0.08333333333333333,1.6048820958982395,0.0,control,,,,,
12,hard,2,hidden,hard_c_hid_10-aa-bb,1,,,0.0,aa,bb,aa,bb,False,0.24,0.0,0.23350694444444445,0.036689814814814814,0.8919494546793587,0.0,0.0625,0.027777777777777776,0.2403853577487159,0.0,control,,,,,
12,hard,3,hidden,hard_c_hid_00-aa-bb,0,,,0.0,aa,bb,aa,aa,True,0.4,0.0,0.3365885416666667,0.04852430555555556,1.0782425806821996,1.0,0.375,0.025,1.33500106673234,1.0,control,,,,,
12,hard,4,hidden,hard_c_hid_13-ab-ba,1,,,3.0,ab,ba,ab,ba,False,0.64,0.0,0.564699074074074,0.08246527777777776,1.2927745218791808,0.0,0.8125,0.08333333333333333,1.6048820958982395,0.0,control,,,,,
12,hard,5,visible,hard_c_vis_3a2,3,a,2.0,2.0,a,b,a,a,True,1.0,0.0,0.90625,0.027777777777777776,2.063693184711697,1.0,,,,,control,,,,,
12,hard,6,hidden,hard_c_hid_33-aa-ba,3,,,3.0,aa,ba,aa,ba,False,0.4,0.0,0.32682291666666663,0.055468750000000004,1.0099244653512274,0.0,0.03125,0.03125,0.0,,control,,,,,
12,hard,7,hidden,hard_c_hid_03-aa-ab,0,,,3.0,aa,ab,ab,aa,False,0.0,0.4,0.091796875,0.34609375000000003,0.8440922624214351,0.0,0.041666666666666664,0.325,1.0986122886681098,0.0,control,,,,,
12,hard,8,hidden,hard_c_hid_21-ba-ab,2,,,1.0,ba,ab,ab,ab,True,0.36,0.6,0.26765046296296297,0.5461371527777777,0.5638791341587429,1.0,0.4166666666666667,0.5833333333333334,0.27958486221916157,1.0,control,,,,,
12,hard,9,visible,hard_c_vis_0a0,0,a,3.0,0.0,a,b,a,a,True,0.4,0.0,0.375,0.025,1.33500106673234,1.0,,,,,control,,,,,
12,hard,10,hidden,hard_c_hid_12-ab-ba,1,,,2.0,ab,ba,ba,ba,True,0.0,0.24,0.09201388888888888,0.3220486111111111,0.7875527922338433,1.0,0.0625,0.08333333333333333,0.12062798778861475,1.0,control,,,,,
12,hard,11,visible,hard_c_vis_2a0,2,a,2.0,0.0,a,b,b,b,True,0.0,0.4,0.03125,0.3611111111111111,1.2565351344167914,1.0,,,,,control,,,,,
12,hard,12,visible,hard_c_vis_0b3,0,b,3.0,3.0,a,b,b,a,False,0.0,0.4,0.041666666666666664,0.325,1.0986122886681098,0.0,,,,,control,,,,,
12,hard,13,hidden,hard_c_hid_23-ba-ab,2,,,3.0,ba,ab,ba,ba,True,0.4,0.0,0.34403935185185186,0.07547743055555556,0.9284027549886753,1.0,0.08333333333333333,0.027777777777777776,0.36101334553733067,1.0,control,,,,,
12,hard,14,hidden,hard_c_hid_31-ba-bb,3,,,1.0,ba,bb,bb,bb,True,0.0,0.36,0.04505208333333333,0.3860763888888889,1.2092729170052765,1.0,0.03125,0.5833333333333334,1.6498788819926111,1.0,control,,,,,
12,hard,15,visible,hard_c_vis_1b3,1,b,1.0,3.0,a,b,b,b,True,0.0,0.4,0.08333333333333333,0.4722222222222222,1.1382214267631554,1.0,,,,,control,,,,,
12,hard,16,visible,hard_c_vis_1a0,1,a,1.0,0.0,a,b,a,b,False,0.4,0.0,0.4166666666666667,0.027777777777777776,1.3971052772241066,0.0,,,,,control,,,,,
12,hard,17,visible,hard_c_vis_2b0,2,b,1.0,0.0,a,b,a,a,True,0.4,0.0,0.4166666666666667,0.027777777777777776,1.3971052772241066,1.0,,,,,control,,,,,
12,hard,18,visible,hard_c_vis_3b1,3,b,2.0,1.0,a,b,b,b,True,0.0,0.6,0.03125,0.5833333333333334,1.6498788819926111,1.0,,,,,control,,,,,
12,hard,19,visible,hard_c_vis_2a1,2,a,2.0,1.0,a,b,b,b,True,0.0,0.6,0.03125,0.5833333333333334,1.6498788819926111,1.0,,,,,control,,,,,
13,easy,1,visible,easy_p_vis_3b3a13,3,b,3.0,,1,3,,1,True,0.6,0.0,0.65625,0.03125,1.751268107873318,1.0,,,,,prediction,a,1.0,,,
13,easy,2,visible,easy_p_vis_2a3a03,2,a,3.0,,0,3,,0,True,0.4,0.0,0.28125,0.03125,1.0663514264498881,1.0,,,,,prediction,a,0.0,,,
13,easy,3,hidden,easy_p_hid_2aa31,2,a,,,3,1,,3,False,0.0,0.24,0.0386962890625,0.330322265625,1.1322478111024787,0.0,0.024993896484375,0.024993896484375,0.0,,prediction,a,1.0,,,
13,easy,4,hidden,easy_p_hid_2ab03,2,a,,,0,3,,3,True,0.0,0.4,0.07037353515625,0.440673828125,1.1548228993093546,1.0,0.0625,0.0625,0.0,,prediction,b,3.0,,,
13,easy,5,visible,easy_p_vis_2b2a13,2,b,2.0,,1,3,,3,True,0.0,0.4,0.019230769230769232,0.4807692307692308,1.583292632329778,1.0,,,,,prediction,a,3.0,,,
13,easy,6,hidden,easy_p_hid_2ba13,2,b,,,1,3,,3,True,0.0,0.4,0.04595947265625,0.435791015625,1.3004151901911096,1.0,0.01922607421875,0.480712890625,1.5832349963996588,1.0,prediction,a,3.0,,,
13,easy,7,hidden,easy_p_hid_2ab13,2,a,,,1,3,,1,False,0.0,0.4,0.05596923828125,0.440673828125,1.2431573942266756,0.0,0.0625,0.0625,0.0,,prediction,b,3.0,,,
13,easy,8,hidden,easy_p_hid_1ba21,1,b,,,2,1,,2,True,1.0,0.0,0.7626953125,0.0703125,1.6224265876875468,1.0,0.9248046875,0.024993896484375,2.103992416650126,1.0,prediction,a,2.0,,,
13,easy,9,hidden,easy_p_hid_0ba30,0,b,,,3,0,,0,True,0.4,0.6,0.40185546875,0.44873046875,0.08929520411996857,1.0,0.480712890625,0.480712890625,0.0,,prediction,a,0.0,,,
13,easy,10,hidden,easy_p_hid_3ba31,3,b,,,3,1,,1,True,0.0,0.6,0.05810546875,0.56640625,1.4386371354938798,1.0,0.03125,0.65625,1.751268107873318,1.0,prediction,a,1.0,,,
13,easy,11,visible,easy_p_vis_1a0a20,1,a,0.0,,2,0,,2,True,1.0,0.0,0.925,0.025,2.1041341542702074,1.0,,,,,prediction,a,2.0,,,
13,easy,12,visible,easy_p_vis_2a3a31,2,a,3.0,,3,1,,1,True,0.0,0.6,0.03125,0.65625,1.751268107873318,1.0,,,,,prediction,a,1.0,,,
13,easy,13,visible,easy_p_vis_3b3b13,3,b,3.0,,1,3,,3,True,0.0,1.0,0.05,0.85,1.8458266904983307,1.0,,,,,prediction,b,3.0,,,
13,easy,14,hidden,easy_p_hid_3ab21,3,a,,,2,1,,2,True,0.4,0.0,0.299072265625,0.061279296875,0.9060048921253399,1.0,0.0625,0.0625,0.0,,prediction,b,2.0,,,
13,easy,15,visible,easy_p_vis_3a1b30,3,a,1.0,,3,0,,0,True,0.0,1.0,0.0625,0.8125,1.7255100836868542,1.0,,,,,prediction,b,0.0,,,
13,easy,16,hidden,easy_p_hid_3aa21,3,a,,,2,1,,2,True,0.4,0.0,0.34375,0.11016845703125,0.7473519553043508,1.0,0.125,0.125,0.0,,prediction,a,2.0,,,
13,easy,17,visible,easy_p_vis_0b2b23,0,b,2.0,,2,3,,2,True,1.0,0.0,0.8928571428571429,0.03571428571428571,1.9900349539642512,1.0,,,,,prediction,b,2.0,,,
13,easy,18,hidden,easy_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.6,0.037933349609375,0.468017578125,1.4153817710027978,1.0,0.01922607421875,0.480712890625,1.5832349963996588,1.0,prediction,a,0.0,,,
13,easy,19,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,0.625,0.125,1.1700712526502546,1.0,,,,,prediction,a,0.0,,,
13,easy,20,visible,easy_p_vis_1b0b21,1,b,0.0,,2,1,,2,True,1.0,0.0,0.8125,0.0625,1.7255100836868542,1.0,,,,,prediction,b,2.0,,,
